user_id,total_interactions,unique_exercises,accuracy,hint_rate,active_days
207964,579,52,0.9413,0.0017,210.7
207968,114,10,0.807,0.0,34.1
207969,686,17,0.8819,0.0569,198.8
207974,186,22,0.8978,0.0108,88.0
207978,537,33,0.905,0.0019,5.3
207979,650,38,0.6769,0.1646,56.0
207992,1746,52,0.9662,0.0074,630.2
207995,84,8,0.8095,0.0833,38.3
207997,50,16,0.88,0.08,7.0
207999,220,27,0.9,0.05,70.0
208002,63,4,0.6508,0.254,37.8
208004,39,8,0.8974,0.0256,0.0
208006,110,12,0.8091,0.0455,0.0
208007,91,5,0.8901,0.011,0.0
208008,123,21,0.8211,0.0976,2.0
208009,37,7,0.8649,0.0541,0.0
208014,32,5,0.375,0.3438,0.0
208015,2814,77,0.8529,0.0313,250.8
208016,1142,53,0.803,0.0263,70.7
208021,117,14,0.9402,0.0342,0.0
208025,107,16,0.3925,0.3645,1.9
208035,101,11,0.7624,0.0297,12.0
208036,50,14,0.7,0.14,0.0
208037,41,14,0.8293,0.0488,0.0
208042,46,7,0.7609,0.0435,12.0
208044,32,4,0.8125,0.0312,0.0
208045,2818,116,0.8538,0.0341,222.0
208046,719,34,0.8484,0.0556,51.0
208050,205,14,0.878,0.0146,3.1
208051,139,14,0.8705,0.0504,106.8
208052,48,7,0.9792,0.0208,0.0
208053,32,7,0.8125,0.0312,35.0
208055,60,14,0.7833,0.1333,0.1
208056,35,5,0.7143,0.2,6.0
208058,39,5,0.8974,0.0256,0.0
208059,39,10,0.8462,0.1538,1.1
208060,93,17,0.8172,0.0538,0.0
208061,40,6,0.925,0.0,0.0
208062,49,6,0.6939,0.2449,86.8
208064,35,11,0.3714,0.0571,1.5
208065,203,15,0.8571,0.0443,19.6
208076,49,3,0.8163,0.0,0.0
208077,164,10,0.8476,0.0366,0.0
208079,478,39,0.8598,0.0502,57.0
208087,1568,105,0.9018,0.021,228.4
208088,64,8,0.9219,0.0,0.0
208091,2728,136,0.8464,0.0407,86.9
208092,152,10,0.7829,0.0855,35.8
208094,83,3,0.9277,0.012,5.6
208096,108,7,0.8981,0.0093,0.0
208098,54,4,0.7593,0.0,40.2
208100,767,93,0.9061,0.013,102.7
208101,32,3,0.9062,0.0312,69.9
208102,55,9,0.4545,0.3091,0.0
208105,44,5,0.8409,0.0455,13.0
208106,6089,97,0.8368,0.0378,161.0
208108,112,11,0.8571,0.0804,59.0
208109,702,58,0.7977,0.057,45.0
208111,439,34,0.8793,0.041,63.0
208115,292,24,0.8459,0.0171,140.1
208116,117,16,0.906,0.0085,0.0
208124,120,11,0.9583,0.0167,0.0
208126,51,11,0.7059,0.0784,0.0
208130,404,19,0.8119,0.0124,1.1
208133,59,7,0.8475,0.0339,86.0
208138,152,19,0.9211,0.0197,204.0
208140,46,9,0.8696,0.0652,0.0
208141,924,47,0.6905,0.1753,1.1
208143,33,8,0.9697,0.0303,0.0
208145,85,13,0.8824,0.0471,0.0
208147,59,8,0.8305,0.0508,1.7
208148,158,31,0.8101,0.0696,225.0
208150,228,14,0.9211,0.0044,35.0
208156,475,58,0.8674,0.0105,48.0
208157,67,26,0.4776,0.3731,32.0
208159,80,11,0.725,0.1875,11.2
208161,266,17,0.8609,0.0414,49.8
208162,56,6,0.875,0.0536,0.0
208168,88,12,0.8636,0.0455,27.2
208173,65,7,0.6615,0.1692,11.9
208178,375,46,0.6827,0.0533,35.0
208180,97,12,0.9485,0.0,6.0
208182,86,10,0.8837,0.0233,42.0
208186,261,31,0.8659,0.0192,1.5
208190,44,10,0.8409,0.1136,0.0
208197,46,8,0.6957,0.1739,37.1
208198,78,12,0.7821,0.0256,96.2
208199,126,12,0.8968,0.0,7.0
208206,508,50,0.8327,0.0335,18.7
208207,80,14,0.975,0.0125,0.0
208208,33,6,0.6364,0.1212,0.0
208209,88,6,0.7045,0.2727,0.0
208210,57,9,0.8772,0.0,0.0
208214,139,15,0.9209,0.036,64.3
208215,112,22,0.75,0.0982,2.5
208224,124,17,0.8387,0.0484,7.0
208231,136,17,0.8897,0.0368,0.2
208233,32,3,0.7188,0.2812,0.0
208234,613,47,0.6754,0.2219,232.0
208237,222,29,0.9459,0.009,22.0
208240,48,7,0.3958,0.2292,84.0
208241,1359,79,0.8631,0.0618,236.3
208244,454,29,0.8722,0.0352,32.0
208250,64,8,0.7188,0.2344,0.0
208251,84,10,0.8571,0.0714,4.1
208252,55,6,0.8727,0.0727,7.4
208255,770,25,0.9429,0.0156,115.4
208256,1202,35,0.6597,0.0491,38.0
208260,395,27,0.881,0.0051,21.0
208265,578,45,0.5969,0.2976,83.0
208266,75,9,0.72,0.16,1.3
208270,55,21,0.8,0.1455,41.0
208271,257,31,0.8327,0.144,0.1
208276,92,13,0.6413,0.1304,0.0
208283,39,12,0.6667,0.2051,0.0
208286,48,7,0.7083,0.0625,0.0
208288,270,31,0.9185,0.0111,0.1
208290,30,7,0.6667,0.2,0.0
208296,138,15,0.7971,0.0652,3.3
208300,137,10,0.8613,0.0,0.0
208305,34,7,0.7647,0.1765,0.1
208307,155,11,0.8903,0.0194,38.3
208308,65,10,0.9538,0.0154,4.4
208310,269,27,0.7918,0.0558,29.4
208315,108,31,0.8889,0.037,18.3
208317,87,14,0.7126,0.1954,21.1
208318,71,7,0.831,0.0423,20.3
208323,482,19,0.6203,0.1515,38.9
208324,97,10,0.4021,0.3608,62.1
208326,230,34,0.8565,0.0348,107.2
208330,975,50,0.8851,0.0205,151.0
208334,33,13,0.697,0.2424,0.0
208342,182,38,0.8626,0.0824,25.8
208343,68,22,0.6471,0.3235,70.0
208345,103,16,0.932,0.0194,0.0
208347,120,13,0.975,0.0083,13.2
208350,50,10,0.86,0.08,0.0
208351,794,54,0.927,0.0579,211.8
208354,688,67,0.8387,0.0828,7.3
208357,138,15,0.8478,0.0942,137.5
208366,505,43,0.8832,0.0158,88.0
208367,40,9,0.675,0.0,0.0
208368,1635,143,0.8789,0.0477,129.0
208369,772,63,0.7979,0.0415,55.5
208372,700,59,0.9143,0.0257,236.0
208374,65,11,0.7846,0.0615,0.0
208375,41,11,0.8293,0.0488,0.0
208376,219,19,0.6438,0.3059,81.1
208378,163,37,0.6503,0.1043,0.1
208381,1058,51,0.811,0.0633,151.2
208382,157,18,0.9299,0.0064,6.0
208384,39,6,0.8974,0.0256,14.9
208385,32,2,0.9062,0.0312,0.0
208388,65,19,0.3846,0.2769,0.9
208392,92,8,0.8261,0.1522,28.0
208393,667,65,0.7961,0.0195,71.9
208397,67,6,0.806,0.1194,28.3
208400,46,5,0.8696,0.0435,5.7
208401,175,13,0.84,0.08,12.6
208407,2875,180,0.873,0.0257,256.0
208412,41,4,0.9268,0.0,0.0
208413,77,17,0.961,0.013,25.7
208420,629,66,0.8744,0.0254,28.0
208427,51,10,0.8039,0.0784,6.0
208428,191,14,0.7435,0.0105,3.1
208429,42,9,0.7857,0.1667,156.0
208433,85,9,0.8824,0.0471,71.7
208436,36,6,0.6944,0.2222,0.2
208439,56,8,0.75,0.0536,0.0
208444,81,28,0.7284,0.0617,13.4
208448,191,19,0.9005,0.0,416.2
208452,137,14,0.7591,0.1533,7.0
208463,817,94,0.7491,0.1077,34.8
208466,112,2,0.8125,0.0714,0.0
208468,56,8,0.8571,0.1071,0.0
208469,285,35,0.8421,0.0105,0.1
208481,148,19,0.8581,0.027,223.3
208485,173,17,0.7746,0.0983,225.0
208487,268,23,0.7351,0.1455,24.1
208508,127,14,0.9055,0.0079,0.0
208510,147,16,0.8231,0.1293,36.2
208513,56,10,0.8929,0.0536,0.0
208514,135,23,0.8741,0.037,32.2
208516,61,8,0.6885,0.0984,0.0
208518,47,6,0.9149,0.0213,145.8
208526,41,10,0.8293,0.122,0.0
208531,108,11,0.6667,0.2407,5.0
208534,121,11,0.8843,0.0,123.4
208535,31,8,0.7419,0.0,0.0
208536,45,4,0.7333,0.2444,0.0
208537,675,65,0.8785,0.0044,14.0
208538,92,8,0.7935,0.0761,334.8
208540,56,5,0.8036,0.1429,0.0
208542,358,27,0.8855,0.0112,14.9
208543,45,13,0.6222,0.3111,0.0
208544,89,12,0.9101,0.0225,0.0
208548,54,7,0.9074,0.037,0.0
208549,78,11,0.8718,0.0769,1.1
208551,34,8,0.7647,0.1471,20.9
208560,225,19,0.8711,0.0622,47.0
208562,80,7,0.875,0.0375,0.9
208566,427,20,0.8244,0.0211,211.0
208567,128,17,0.75,0.1172,27.1
208576,35,7,0.8857,0.0286,9.2
208581,491,47,0.9226,0.0122,149.3
208582,137,27,0.6861,0.2555,0.0
208583,76,15,0.7895,0.0395,1.9
208586,303,32,0.9109,0.0363,21.2
208587,176,24,0.9091,0.0114,0.7
208588,78,10,0.5769,0.359,63.0
208590,624,80,0.9183,0.016,0.3
208597,32,3,0.9375,0.0625,62.4
208600,736,53,0.8438,0.0611,14.0
208605,56,15,0.8214,0.0536,0.0
208607,307,32,0.8502,0.0195,1.0
208611,443,39,0.6253,0.316,216.0
208620,120,12,0.95,0.0,35.8
208630,251,22,0.7012,0.1554,275.3
208632,428,38,0.8972,0.0257,20.3
208636,32,4,0.875,0.0938,0.0
208638,461,35,0.8221,0.1258,111.7
208644,236,17,0.8983,0.0254,10.5
208646,37,6,0.9189,0.027,0.0
208648,45,7,0.7778,0.0444,0.0
208658,268,24,0.7687,0.1269,77.4
208661,4214,162,0.8531,0.0358,238.0
208669,41,4,0.8537,0.0244,0.0
208675,355,22,0.8704,0.0338,433.8
208681,82,18,0.9024,0.0244,0.0
208682,213,34,0.8263,0.0892,14.0
208684,72,7,0.8889,0.0,0.0
208686,73,12,0.9315,0.0,0.0
208687,1578,108,0.8188,0.0665,99.8
208688,1160,31,0.6655,0.1621,48.1
208689,48,3,0.8542,0.0833,8.1
208691,36,5,0.8611,0.0,0.0
208692,81,23,0.9136,0.0123,1.0
208694,168,19,0.9583,0.006,0.1
208695,90,9,0.8111,0.0222,80.7
208696,243,18,0.9095,0.0494,90.5
208698,308,47,0.8994,0.0162,28.4
208700,1120,25,0.9545,0.008,59.2
208701,896,61,0.7746,0.0926,462.0
208710,961,86,0.924,0.0187,118.1
208713,81,10,0.8395,0.0123,1.9
208714,236,31,0.8136,0.1186,5.0
208715,177,40,0.7006,0.1412,40.3
208719,803,24,0.7273,0.0834,98.0
208722,31,7,0.8065,0.0645,27.2
208726,262,44,0.8702,0.0573,277.4
208727,102,13,0.8824,0.049,42.0
208728,163,15,0.773,0.0245,29.0
208729,218,27,0.8211,0.0642,70.0
208731,64,4,0.9062,0.0312,255.9
208733,527,67,0.7078,0.1309,445.2
208734,35,4,0.6571,0.2571,0.0
208737,369,47,0.8103,0.0867,70.0
208738,187,22,0.7807,0.0588,42.0
208739,32,9,0.0,1.0,0.0
208741,230,28,0.9043,0.0,215.1
208747,71,9,0.7606,0.1268,9.0
208751,1853,118,0.7982,0.0804,81.8
208752,41,11,0.7073,0.2683,64.0
208753,56,17,0.9643,0.0,0.0
208760,49,9,0.8163,0.1429,45.0
208762,88,9,0.9545,0.0,1.3
208770,294,14,0.7585,0.1429,213.7
208779,68,7,0.8529,0.0735,14.0
208783,36,9,0.8889,0.0,0.0
208785,58,6,0.9138,0.0172,0.0
208788,902,56,0.8636,0.0809,63.5
208789,95,13,0.8947,0.0,0.0
208791,48,7,0.9583,0.0,0.0
208793,197,17,0.8782,0.0355,3.9
208797,146,8,0.8973,0.0274,10.3
208800,73,7,0.9589,0.0,0.0
208803,32,7,0.9688,0.0,0.0
208805,1297,131,0.9275,0.0231,23.7
208808,190,26,0.8684,0.0368,1.5
208815,338,32,0.9379,0.003,0.7
208819,96,12,0.8229,0.0729,0.7
208820,57,13,0.9123,0.0175,338.0
208823,5293,214,0.7859,0.071,460.1
208828,305,35,0.8295,0.1016,84.2
208829,32,2,0.6875,0.1562,0.1
208831,314,18,0.7675,0.0732,7.0
208834,435,47,0.9034,0.0368,49.4
208837,645,51,0.8977,0.0031,14.0
208838,365,12,0.7151,0.1233,25.0
208840,180,16,0.8444,0.0611,14.0
208841,183,41,0.7158,0.1858,13.9
208850,659,56,0.6297,0.2489,102.4
208852,609,57,0.8259,0.0854,28.4
208857,230,16,0.9304,0.0478,225.0
208858,50,10,0.94,0.0,21.0
208860,131,18,0.7023,0.1298,46.1
208863,42,5,0.8333,0.119,27.9
208865,541,36,0.8891,0.0222,21.0
208867,4888,160,0.8439,0.0673,46.0
208870,808,49,0.755,0.1733,118.3
208875,270,27,0.4778,0.4148,105.0
208876,30,8,0.7667,0.1,0.0
208877,31,8,0.6774,0.2903,0.2
208883,356,30,0.7978,0.0787,37.3
208884,40,8,0.95,0.0,0.0
208886,39,7,0.9744,0.0,0.1
208888,101,14,0.7624,0.0891,49.2
208890,69,13,0.942,0.0145,0.0
208894,76,11,0.75,0.1579,0.1
208897,72,14,0.8056,0.0139,0.0
208898,66,11,0.8333,0.0,0.0
208906,474,59,0.8945,0.0063,93.7
208907,73,8,0.8493,0.0548,20.9
208909,72,7,1.0,0.0,7.0
208915,128,17,0.9453,0.0469,370.2
208916,278,31,0.8957,0.0288,10.1
208919,34,2,1.0,0.0,0.0
208925,55,11,0.6545,0.3091,8.5
208926,185,7,0.6865,0.0486,95.0
208928,104,24,0.9231,0.0096,7.0
208929,34,9,0.5294,0.4412,0.0
208934,312,21,0.875,0.0897,75.3
208942,634,50,0.7965,0.0994,199.3
208944,50,9,0.8,0.16,93.9
208945,172,9,0.8314,0.0174,0.1
208946,212,29,0.7264,0.1274,147.3
208948,45,6,0.8889,0.0222,8.3
208950,58,7,0.5172,0.2586,0.0
208963,53,11,0.9057,0.0566,10.3
208964,41,11,0.7805,0.0244,0.9
208965,41,11,0.9268,0.0732,11.1
208966,509,32,0.8762,0.0354,116.0
208973,48,5,0.9583,0.0,0.0
208974,44,9,0.5227,0.4318,0.0
208975,233,24,0.8712,0.0472,15.0
208977,63,12,0.7778,0.0476,72.8
208982,34,9,0.8824,0.0588,52.9
208983,78,13,0.9103,0.0,0.0
208987,32,2,0.9688,0.0,0.0
208988,1591,126,0.802,0.0673,217.1
208989,33,10,0.9091,0.0303,0.0
208991,787,40,0.7929,0.108,419.8
208992,228,19,0.9474,0.0132,63.9
208997,136,18,0.8162,0.1103,2.1
208999,256,39,0.543,0.2773,35.7
209001,172,20,0.8605,0.0291,31.1
209003,48,9,0.75,0.1042,0.0
209007,32,8,0.9062,0.0,0.0
209014,149,33,0.8993,0.0268,2.1
209020,375,31,0.9147,0.0133,39.8
209023,103,11,0.8835,0.0194,7.0
209026,38,11,0.6053,0.1053,1.0
209028,47,11,0.8511,0.0213,0.0
209029,57,7,0.8772,0.0175,0.0
209031,97,19,0.9175,0.0309,0.9
209037,114,9,0.9298,0.0263,0.0
209039,74,15,0.8514,0.0405,0.0
209046,92,2,0.7391,0.1957,21.0
209047,35,5,0.9429,0.0,0.3
209048,1843,98,0.7878,0.0695,254.6
209049,50,10,0.9,0.06,62.5
209051,313,28,0.8115,0.1182,172.3
209053,1474,111,0.8467,0.0611,453.8
209059,82,8,0.7805,0.1341,21.0
209060,81,22,0.679,0.1852,84.0
209066,43,15,0.8837,0.0233,34.0
209067,45,13,0.7778,0.1333,4.2
209069,96,15,0.9688,0.0,0.9
209072,708,50,0.7881,0.0678,45.2
209074,134,25,0.9254,0.0149,245.0
209075,593,29,0.8398,0.032,43.0
209078,227,15,0.8634,0.0749,14.0
209081,221,25,0.8959,0.0181,13.1
209087,47,3,0.6596,0.1489,0.0
209088,58,16,0.8276,0.1034,36.5
209092,922,61,0.8959,0.0098,87.0
209093,43,4,0.9535,0.0465,0.0
209098,168,13,0.9286,0.0,7.0
209106,103,12,0.9126,0.0291,166.1
209108,1067,58,0.7095,0.1359,283.8
209110,114,18,0.8596,0.0,0.3
209113,37,9,0.8108,0.1351,17.0
209117,1342,66,0.801,0.0231,306.4
209118,146,14,0.8014,0.0753,26.0
209119,32,7,0.9062,0.0625,28.0
209121,56,3,0.5179,0.3393,0.0
209123,102,9,0.8922,0.0196,0.0
209124,32,4,0.875,0.0,0.0
209125,184,18,0.8641,0.0163,139.7
209131,45,6,0.9333,0.0222,14.0
209140,64,15,0.7812,0.0781,65.1
209142,1825,67,0.7616,0.0674,105.0
209143,32,5,0.9375,0.0,0.0
209146,32,5,0.7812,0.0,0.0
209148,723,59,0.917,0.0,3.0
209150,254,25,0.7362,0.0669,17.5
209152,150,21,0.6067,0.2933,3.0
209155,52,5,0.4808,0.1731,0.0
209157,1550,99,0.8935,0.0097,56.0
209160,152,20,0.8882,0.0329,6.0
209167,62,12,0.8548,0.0484,0.1
209170,41,8,0.9024,0.0488,0.0
209173,864,77,0.8438,0.0498,304.8
209174,64,6,0.8906,0.0156,14.0
209175,40,1,0.85,0.0,1.5
209176,32,4,0.9688,0.0,0.0
209185,116,13,0.8621,0.0172,0.0
209187,472,34,0.8199,0.0678,35.0
209190,46,7,0.8696,0.0435,0.0
209191,81,12,0.8025,0.1481,82.3
209192,462,35,0.79,0.0563,281.0
209193,81,11,0.7284,0.2099,150.2
209194,379,31,0.7467,0.1504,122.2
209203,809,56,0.8158,0.0977,17.0
209206,49,10,0.5918,0.1633,0.0
209207,666,55,0.8709,0.0315,308.4
209213,88,6,0.9318,0.0455,0.0
209216,234,19,0.8932,0.0556,28.0
209218,73,6,0.9178,0.0137,7.9
209220,399,20,0.9248,0.0326,77.0
209221,160,13,0.4875,0.3875,49.2
209224,1278,87,0.8419,0.0767,44.1
209226,54,10,0.5,0.0926,0.1
209228,35,4,0.6857,0.2,0.0
209231,125,16,0.936,0.0,7.3
209234,163,20,0.7607,0.1288,0.8
209240,149,15,0.8725,0.0537,34.9
209243,41,4,0.6585,0.0244,0.0
209245,39,8,0.8718,0.0513,0.0
209246,32,3,0.875,0.0,0.0
209247,480,33,0.8312,0.0375,119.4
209249,276,22,0.9312,0.0145,116.3
209257,450,28,0.8067,0.0289,178.4
209258,44,7,0.8409,0.1364,17.0
209261,56,12,0.875,0.0179,35.0
209268,82,10,0.8659,0.0366,0.0
209273,40,2,0.5,0.4,14.9
209274,32,2,0.9062,0.0938,0.0
209277,2281,66,0.9452,0.0127,112.0
209285,50,4,0.86,0.02,21.9
209286,61,9,0.9344,0.0328,219.1
209288,37,4,0.9189,0.027,0.0
209290,668,32,0.8338,0.0404,307.1
209295,433,32,0.8661,0.0162,96.8
209297,65,5,0.9385,0.0,0.0
209298,207,32,0.7198,0.1546,56.0
209304,147,34,0.7415,0.0816,1.0
209305,95,18,0.7474,0.1053,2.0
209307,1355,87,0.8672,0.0162,122.8
209312,149,22,0.8255,0.0738,204.1
209317,170,21,0.7353,0.1294,16.9
209319,113,12,0.823,0.0531,35.0
209328,33,6,0.9091,0.0303,0.0
209329,456,32,0.8772,0.0154,19.9
209330,372,37,0.8495,0.0349,129.1
209331,35,7,0.8,0.1429,0.2
209333,32,2,0.875,0.0312,7.0
209335,132,17,0.75,0.0379,1.1
209336,45,5,0.6222,0.0444,0.0
209339,32,2,0.875,0.0312,0.0
209340,264,26,0.9621,0.0114,0.1
209343,33,5,0.8182,0.0606,24.4
209354,69,13,0.5942,0.2029,0.0
209359,1586,106,0.8361,0.0574,119.6
209361,68,19,0.7353,0.1618,173.6
209366,157,21,0.8535,0.0764,1.0
209375,30,4,0.9333,0.0,0.0
209377,1953,131,0.874,0.0205,175.4
209380,84,18,0.7143,0.2381,7.0
209385,183,22,0.7377,0.1148,158.9
209390,191,21,0.9319,0.0209,70.3
209393,217,28,0.8848,0.0323,90.1
209397,137,15,0.9197,0.0073,6.8
209399,80,9,0.8125,0.05,0.9
209403,71,14,0.8873,0.0282,0.0
209404,40,9,0.85,0.025,0.0
209405,77,6,0.7143,0.2208,83.8
209406,116,16,0.819,0.069,28.1
209407,30,7,0.8,0.1667,14.1
209409,653,50,0.8116,0.0995,113.0
209411,173,27,0.9017,0.0173,7.0
209415,62,9,0.6452,0.2097,79.7
209418,69,15,0.942,0.058,1.1
209421,73,9,0.9452,0.0,0.0
209423,78,17,0.9103,0.0385,192.3
209435,40,9,0.95,0.025,7.0
209436,872,67,0.8601,0.0505,57.5
209437,32,2,0.9062,0.0625,0.0
209440,268,36,0.9104,0.0261,77.0
209442,57,7,0.8421,0.0351,0.0
209443,72,9,0.8889,0.0139,0.0
209446,99,18,0.8788,0.0606,53.1
209448,32,3,0.9375,0.0,0.0
209450,232,33,0.8578,0.0647,14.9
209453,51,12,0.902,0.0392,0.0
209456,219,27,0.9178,0.0274,83.8
209458,70,8,0.9429,0.0143,56.0
209461,43,8,0.8837,0.0465,1.4
209465,33,8,0.7879,0.1515,0.0
209466,249,19,0.8072,0.0924,226.3
209467,113,14,0.9646,0.0,22.9
209475,38,6,0.8947,0.0263,0.0
209477,59,6,0.661,0.1356,0.1
209478,576,56,0.9549,0.0069,9.5
209482,117,11,0.8974,0.0513,0.0
209483,54,8,0.9259,0.0185,7.0
209486,131,11,0.8168,0.0916,83.3
209490,292,21,0.9007,0.0103,21.0
209491,35,10,0.7143,0.2857,0.0
209492,177,18,0.9153,0.0056,42.0
209496,58,15,0.9655,0.0345,0.0
209500,182,22,0.6813,0.1209,252.0
209502,32,10,0.8438,0.0938,5.0
209506,97,12,0.5979,0.2062,56.0
209511,41,3,0.5366,0.2195,0.0
209513,460,38,0.7348,0.1087,79.2
209514,73,17,0.8493,0.0,15.1
209515,38,4,0.8684,0.0,6.1
209516,35,7,0.9429,0.0,1.9
209517,450,61,0.9467,0.02,11.2
209520,1079,35,0.6543,0.0565,394.0
209524,58,7,0.8966,0.0345,0.0
209526,38,12,1.0,0.0,0.0
209527,42,5,0.7857,0.119,0.0
209528,99,11,0.8586,0.0707,0.0
209530,681,63,0.8649,0.0294,7.0
209531,103,16,0.8641,0.0291,267.4
209532,36,10,0.8056,0.1667,0.0
209538,140,16,0.7786,0.1786,21.0
209539,804,58,0.8818,0.0162,41.6
209540,1972,92,0.818,0.0958,228.8
209541,71,8,0.6338,0.0845,0.0
209543,117,12,0.8462,0.0598,0.0
209545,702,43,0.8419,0.0142,280.0
209547,191,16,0.8429,0.0628,27.8
209549,31,6,0.5484,0.2903,0.0
209553,33,7,0.9394,0.0606,46.6
209554,77,22,0.5455,0.2338,0.1
209557,49,7,0.8163,0.0612,0.0
209560,132,19,0.8712,0.0,13.1
209563,244,7,0.5697,0.0451,64.6
209564,75,10,0.76,0.12,9.0
209565,604,37,0.7831,0.0762,198.0
209567,151,18,0.7086,0.2053,105.0
209568,36,9,0.7778,0.1111,0.0
209570,43,9,0.9302,0.0,1.1
209576,85,4,0.8588,0.0118,4.0
209577,51,6,0.8627,0.0392,113.1
209579,48,9,0.9583,0.0,0.0
209583,337,26,0.8694,0.0,114.9
209585,112,15,0.9018,0.0089,0.0
209586,324,46,0.8858,0.0309,118.1
209587,291,37,0.8832,0.0584,2.0
209589,51,14,0.6863,0.1765,273.6
209592,58,5,0.9138,0.0172,33.9
209593,34,11,0.7647,0.1176,0.0
209597,300,35,0.92,0.03,275.3
209602,61,9,0.9508,0.0,0.0
209605,457,47,0.7834,0.1072,99.9
209610,87,11,0.6782,0.2644,24.8
209612,49,7,0.7143,0.0816,0.0
209613,76,5,0.75,0.1316,18.3
209614,339,29,0.8643,0.0324,289.1
209617,97,17,0.9278,0.0412,0.0
209623,108,13,0.6111,0.0926,49.0
209624,117,16,0.8462,0.0769,49.0
209626,33,7,0.697,0.303,0.0
209628,308,42,0.8344,0.1071,35.5
209630,627,56,0.8278,0.0526,99.7
209636,48,9,0.875,0.0417,0.0
209640,113,21,0.9115,0.0177,13.0
209642,941,76,0.8863,0.0128,188.6
209644,72,8,0.9444,0.0139,70.2
209645,301,34,0.8937,0.0233,182.0
209657,181,38,0.8343,0.0663,7.3
209662,137,9,0.8467,0.0,13.9
209663,224,15,0.8839,0.0223,28.0
209670,112,7,0.9554,0.0179,81.2
209671,48,8,0.8333,0.0417,7.0
209676,57,13,0.8772,0.0,0.0
209680,41,6,0.8049,0.1951,0.0
209683,80,5,0.5875,0.2625,0.0
209686,1706,78,0.7855,0.0809,629.2
209695,329,43,0.8541,0.0334,1.1
209697,72,10,0.9444,0.0,0.0
209698,148,20,0.8851,0.0676,0.0
209703,2975,168,0.8343,0.037,368.2
209709,55,10,0.6364,0.2182,33.0
209720,48,11,0.8333,0.0417,0.0
209726,37,13,0.7568,0.1351,0.0
209727,233,17,0.9013,0.0129,7.0
209732,249,17,0.8916,0.0281,53.0
209733,190,26,0.7579,0.0842,6.1
209736,435,52,0.9333,0.0253,101.9
209738,48,5,0.7292,0.2292,0.0
209739,48,5,0.9167,0.0625,0.0
209740,42,6,0.7619,0.0476,14.0
209741,408,40,0.7353,0.0515,169.4
209742,145,18,0.9379,0.0069,12.2
209745,38,10,0.8684,0.0,0.0
209746,33,3,0.9091,0.0606,0.0
209750,32,4,0.9375,0.0,0.6
209759,103,18,0.9223,0.0291,7.0
209760,88,9,0.875,0.0682,57.0
209761,93,8,0.914,0.0,0.0
209762,49,5,0.7347,0.0612,0.0
209763,37,8,0.7027,0.2973,0.0
209769,179,11,0.8045,0.1229,51.2
209773,442,12,0.7353,0.0385,14.0
209774,139,11,0.8129,0.0647,1.4
209779,48,4,0.75,0.125,0.1
209784,263,35,0.8935,0.038,245.1
209788,34,6,0.9412,0.0294,0.0
209789,91,14,0.8901,0.044,0.3
209791,53,8,0.5472,0.3962,48.9
209793,56,4,0.5714,0.1071,0.0
209795,116,21,0.7586,0.069,7.0
209805,189,21,0.7778,0.0265,0.9
209807,246,34,0.7967,0.0488,158.1
209811,42,8,0.8571,0.0714,1.7
209815,576,51,0.901,0.0295,56.0
209822,96,18,0.7812,0.1771,19.2
209830,86,8,0.7442,0.0465,27.0
209831,74,11,0.8649,0.0811,0.3
209832,149,16,0.8322,0.0537,42.0
209833,50,16,0.76,0.2,265.0
209835,396,26,0.6566,0.1035,30.3
209842,301,29,0.8272,0.0764,368.2
209843,130,15,0.8923,0.0462,4.7
209845,97,15,0.8557,0.0309,1.0
209849,39,10,0.5897,0.2564,6.9
209850,170,19,0.8706,0.0176,87.1
209851,155,18,0.7613,0.0452,140.0
209852,41,22,0.6829,0.1951,5.2
209854,36,3,0.6667,0.25,1.0
209855,30,13,1.0,0.0,1.0
209856,129,3,0.7984,0.124,50.9
209857,81,11,0.8148,0.1358,36.0
209858,157,19,0.9618,0.0064,407.8
209862,139,12,0.7122,0.1295,1.8
209863,280,32,0.8071,0.1071,28.9
209864,107,10,0.9065,0.0,0.0
209865,56,9,1.0,0.0,0.0
209867,620,60,0.8242,0.0806,8.4
209871,208,15,0.9038,0.0337,7.0
209875,80,6,0.8625,0.0125,0.1
209885,32,4,0.9062,0.0312,1.0
209887,42,11,0.9048,0.0,0.0
209891,448,31,0.7723,0.1116,154.8
209893,86,12,0.9767,0.0,0.0
209894,121,5,0.843,0.0248,0.0
209898,250,25,0.82,0.108,98.3
209900,312,40,0.8718,0.0449,20.1
209905,606,48,0.7393,0.0495,21.0
209906,54,6,0.9074,0.0185,0.0
209910,875,55,0.8423,0.0663,96.3
209913,71,9,0.8169,0.0986,46.6
209915,94,9,0.9255,0.0,0.0
209917,155,19,0.9032,0.0387,10.9
209918,165,12,0.8848,0.0485,25.0
209920,66,10,0.8939,0.0455,0.0
209922,43,5,0.8837,0.0,0.0
209925,138,18,0.8261,0.0942,21.0
209930,279,18,0.8029,0.0717,70.7
209931,854,61,0.8396,0.0492,38.0
209933,57,3,0.5965,0.1404,34.9
209934,30,8,0.8,0.0667,0.4
209939,1154,95,0.8449,0.0442,183.9
209940,158,18,0.8987,0.0063,28.0
209942,1215,50,0.8798,0.0263,43.0
209947,144,23,0.9444,0.0417,0.3
209950,390,13,0.8641,0.041,68.2
209957,161,21,0.7019,0.1242,4.0
209958,150,42,0.8067,0.1,42.0
